,MONTH,ref_temp_Sodlokka,ref_temp_Helsinki,DIFF
0,6,10.3882503192848,14.758373501421332,4.370123182136531
1,7,13.543869411982934,17.174840085287848,3.6309706733049136
2,8,10.975930045729823,15.747407407407406,4.771477361677583
